0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00013632,0.02497046,0.00527969,0.03286394,-0.01689324,0.03922716,-0.02942382,0.04473068,-0.03899671,0.04965675
0.00025459,0.03550572,0.00342764,0.04690169,-0.02512435,0.05623221,-0.04201322,0.06433595,-0.05542484,0.07151792
0.00009475,0.04360582,-0.01275087,0.05755293,-0.03703063,0.06888541,-0.05744281,0.07876066,-0.07347176,0.08771151
0.00019906,0.05051478,0.00548219,0.06640462,-0.03500556,0.07921465,-0.05976243,0.09029776,-0.07803893,0.10013961
0.00017242,0.05679369,-0.00781372,0.07477468,-0.03956010,0.08930334,-0.06604510,0.10189408,-0.08628159,0.11319904
-0.00007943,0.06283765,-0.01944587,0.08266393,-0.05289052,0.09850146,-0.07919888,0.11183551,-0.09911041,0.12327661
0.00012818,0.06829693,-0.02129823,0.08965999,-0.05869275,0.10662377,-0.08751263,0.12089300,-0.10944142,0.13324665
-0.00007513,0.07343022,-0.02700290,0.09635579,-0.06605440,0.11459041,-0.09619004,0.12994150,-0.11906255,0.14317583
-0.00024263,0.07809351,-0.02838882,0.10230764,-0.06898682,0.12163235,-0.10164352,0.13827048,-0.12691370,0.15314613
-0.00033044,0.08289234,-0.03188328,0.10900459,-0.07491343,0.12990475,-0.10950296,0.14767140,-0.13641387,0.16322218
0.00012463,0.08742677,-0.02920989,0.11511547,-0.07555945,0.13738108,-0.11289764,0.15631397,-0.14211694,0.17289418
0.00025808,0.09180460,-0.02719917,0.12098071,-0.07142893,0.14450527,-0.10972472,0.16469314,-0.14200111,0.18258823
0.00022925,0.09579848,-0.02795912,0.12642621,-0.07056470,0.15118147,-0.10625986,0.17227753,-0.13675705,0.19062120
0.00032558,0.09985051,-0.03046616,0.13167625,-0.07942163,0.15759005,-0.12222859,0.18006798,-0.15845332,0.20028018
0.00045906,0.10386316,-0.03190149,0.13676616,-0.08488119,0.16339927,-0.12813526,0.18642528,-0.16370231,0.20699007
0.00051829,0.10771262,-0.03062669,0.14169721,-0.08411128,0.16906675,-0.12736008,0.19267946,-0.16408128,0.21377951
0.00013241,0.11163947,-0.03670316,0.14727967,-0.09018927,0.17597251,-0.13300846,0.20037657,-0.16790570,0.22152564
-0.00006394,0.11532221,-0.03551562,0.15178179,-0.08708077,0.18100225,-0.12814755,0.20578916,-0.16217531,0.22725591
0.00004522,0.11889696,-0.03957298,0.15664716,-0.09710453,0.18690179,-0.14152480,0.21249367,-0.17598207,0.23463096
0.00011948,0.12283042,-0.03960550,0.16157551,-0.09734210,0.19243605,-0.13947904,0.21820459,-0.16715484,0.24015743
